tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
C43: Quite the Specimen {link} [codes valid: 8:00-11:59:59a 03/15/11] #infektd #sxsw #cvdc,,No emotion toward brand or product
Gotta love this #SXSW Google Calendar featuring top parties/ show cases to check out.  RT @mention via @mention =&gt;{link},Other Google product or service,Positive emotion
Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link},iPad or iPhone App,Positive emotion
Front Gate Tickets Present The Morning After Party 3/18 https://sites.google.com/site/frontgatesxsw11/ #SXSW Music,,No emotion toward brand or product
"I may have to hide all #SXSW tweets. I think the Apple pop-up store was the final straw. Yes, I'm jealous.",Apple,Positive emotion
Would like to know which LBS app I downloaded has commandeered my iPhone's geolocation setting &amp; won't relinquish. #batterykiller #SXSW,iPad or iPhone App,Negative emotion
Good place to test it. Will it be edgy enough? @mention Q2 - Google's check in offers? Testing at #sxsw {link} #smccolumbus,,I can't tell
"#SXSW come to the #privacybootcamp for startups with @mention @mention Google, Facebook in ACC 9ABC. Starting now. #sxswi",,No emotion toward brand or product
Brains are to zombies like content is to google - @mention quoted by @mention #contentrules #sxsw,,No emotion toward brand or product
Brains are to zombies like content is to Google - &quot;Content Rules&quot; @mention #SXSW,,No emotion toward brand or product
The Google Tv to IPad App: the connected tv experience talk was super rad! #sxsw #sxsw11,iPad or iPhone App,Positive emotion
every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,,No emotion toward brand or product
Great! See u there  RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,iPad or iPhone App,Positive emotion
"Foursquare ups the game, just in time for #SXSW {link} - Still prefer @mention by far, best looking Android app to date.",Android App,Positive emotion
All iphone users kill yo self if u hated on ubertwitter New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,iPad or iPhone App,Positive emotion
Are iPhone users really this clueless about the Android OS / UI? Or does this presentation seem basic for everyone else too? #sxsw,,No emotion toward brand or product
"Hey iPhone users: if you have both Instagram and Hipstamatic, which do you enjoy using more? #SXSW week is sure making things interesting.",,No emotion toward brand or product
Attn: dude using new iPad as a camera in the middle of an overcrowded #sxsw presentation. You rock. #fail,iPad,No emotion toward brand or product
"The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw",,No emotion toward brand or product
Loving the video of Google Geo geeks skiing at  Lake Tahoe.  #marissagoogle #SXSW,,No emotion toward brand or product
I love the waves!!!!!! {link} iPad Webber #japan #sxsw,,Positive emotion
N14: There will be Blood {link} [codes valid: 4:00-7:59:59p 03/12/11] #infektd #sxsw #necro,,No emotion toward brand or product
Just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30,Google,Positive emotion
traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerblood,iPad,Positive emotion
Looks like you may be able to fork over the cash for a new #ipad2 at ##sxsw {link},,No emotion toward brand or product
Doing an e-mail interview with @mention who is in Japan with just an iPhone. This week has been nothing if not surprising. #SXSW,,No emotion toward brand or product
"Mr. Google, @mention : Do you recommend submitting to article banks as an SEO strategy? {link} (I'm not a big fan.) #sxsw",,No emotion toward brand or product
"Dear Apple, could you roll a hot dog cart full of iPad 2's down to the Austin Convention center. (And bring hot dogs?) #sxsw",iPad,Positive emotion
"So strange, mixed tweets of #ipad spammers, #sxsw, and regular life together w/Pacific Rim rocking near nuclear disaster. Does not compute",,No emotion toward brand or product
"[On iPhone, mute tags, people, conversations‰Ы_] &quot;so does @mention for those on mobile #SXSW #notatSXSW &quot; [RT @mention",,No emotion toward brand or product
"New iPhone, new iPad 2, and they come running as fast as they can, cuz every girl crazy about a sharp Mac man... *strums guitar*  #SXSW",iPhone,Positive emotion
pdparticle: @mention Who said you won't be able to get the iPad 2 at #SXSW? Apple is opening a pop-up store i... {link},,No emotion toward brand or product
Now online: First iPad 2 in the Wild at #SXSW {link},,No emotion toward brand or product
"Cover time! #sxsw (@mention Apple Store, SXSW w/ 9 others) {link}",,Positive emotion
Hey People! Down here at #sxsw and we are about to launch @mention  Follow for all the details and a chance for a free iPad 2 !,iPad,Positive emotion
so awesome! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},,No emotion toward brand or product
I want one!! It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive emotion
"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple WinsеК#SXSW {link} via @mention",Apple,Positive emotion
"Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",,No emotion toward brand or product
"Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link} /via @mention",,No emotion toward brand or product
it's apple's decision though to not partake in the discussion and be open / dev friendly #browserwars #sxsw /cc @mention,,No emotion toward brand or product
Hope there's time left for Poked Liked and retweeted and Google love story (social vs search). #sxsw,,I can't tell
"Foursquare‰ЫЄs Extra Special: A Revamped, Fully Automated Merchant Platform {link} #DennisCrowley #iPhone #SXSW",,No emotion toward brand or product
Genius idea RT @mention Apple Popup Store at #SXSW {link},Apple,Positive emotion
Had no idea that @mention quietly launched its Hotpot review product last fall #outoftheloop #sxsw.  Look into it.,,No emotion toward brand or product
Update: heading to the apple store so I can buy an iPad. #sxsw,iPad,Positive emotion
"C'mon already - @mention to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SxSW",,No emotion toward brand or product
Getting ready for &quot;iPad design headaches&quot; #sxsw,iPad,Negative emotion
Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link},iPad or iPhone App,Positive emotion
"Getting ready for a session on Designing iPad Interfaces by Lynn Teo. Ballroom A, Austin Convention Center. #sxsw",,No emotion toward brand or product
Getting ready for Designing iPad Interfaces #SXSW (@mention ACC - Ballroom A w/ 39 others) [pic]: {link},,No emotion toward brand or product
Getting ready for my iPad 2 vs Android panel at #SXSW come check it out at 230!,,No emotion toward brand or product
"Getting ready for Your Mom Has An IPad: Designing For Boomers.
{link} #SXSW",,No emotion toward brand or product
"#sxsw already paying dividends, discovered a couple of cool apps for iPhone and Android.",iPad or iPhone App,Positive emotion
#AAPL already the big winner at #sxsw {link} #in,,No emotion toward brand or product
Getting ready to hear about the @mention road map from VP Product Marissa Mayer.  Pls tell me you're going to focus on search.... #SXSW,,No emotion toward brand or product
#google real time location data as a layer on google earth gives breathtaking visual data #SxSW,Other Google product or service,Positive emotion
I never realized how shitty by iphone battery was until #sxsw I'm charging every few hours,iPhone,Negative emotion
"...This really puts the whole #iPad release, and #sxsw in perspective, doesn't it?",,No emotion toward brand or product
I am so jealous of @mention because she's at #SxSW that I am not sending her tweets to my iPhone until it's over. #bitter,,No emotion toward brand or product
"#Apple steals the show (again), with pop-up #marketing at #SXSW--&gt; {link}",Apple,Positive emotion
I can stream #SXSW  on my iPad on SXSW Go,,No emotion toward brand or product
Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Apple,Positive emotion
Nice to hear that mint.com is working on an iPad app! #FTW #SXSWi #SXSW,iPad or iPhone App,Positive emotion
Enjoyed learning about @mention experimentation product strategy fr @mention #sxtxstate #sxsw {link},,No emotion toward brand or product
So it appears Apple is opening a pop up store in Austin for #sxsw - the employees were trying to hide it. The Beechwood tables gave it away.,Apple,Positive emotion
Several years too late? I think the trend of social apps is over... @mention  #sxsw #google #circles #conversation @mention,iPad or iPhone App,Negative emotion
itune released free #SXSW featured music! download them today {link},,No emotion toward brand or product
Another reason to go to Austin: #Apple to open a #SXSW popup store {link},Apple,Positive emotion
What a great blog on the latest news of #SXSW ... like the opening of an #Apple store? {link} #sxsw2011 @mention,Apple,Positive emotion
That's great! RT @mention I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,iPhone,Positive emotion
#SxSW Giveaway! Free QR codes for your business cards and convention badges! Get them at booth #1315 by @mention {link},,No emotion toward brand or product
&quot;Facebook and Google are our biggest competitors.&quot; Said #4sq's Crowley #sxsw #eurosxsw,Google,Positive emotion
Update #Recco! {link} Which #SXSW panels/parties are def good times? Follow friends who've been there b4 if you're a newbie.,,No emotion toward brand or product
Today's Tech Tidbit: The iPad 2 Takes Over SXSW [VIDEO] {link} via @mention @mention #ipad2 #sxsw #tech,iPad,Positive emotion
"@mention Echofon for iPhone &amp; Mac now both have ‰ЫПmute‰Ыќ functions, where you can block #sxsw &amp; #sxswi. I‰ЫЄm about to do it. Can‰ЫЄt wait.",iPad or iPhone App,Positive emotion
Help me decide which panel to go to next: Future of Social Photography or Google Doodles: Burning Man to Pac-Man and Beyond. #sxsw,,No emotion toward brand or product
why the heck doesn't google maps use browser geo-location? am I missing it somehow? using chrome. @mention #sxsw #startupbus,Other Google product or service,Negative emotion
Off to check out the not-so-secret popup Apple store for tomorrow's iPad2 release in Austin. Somebody RE w/ the address... #sxsw,,No emotion toward brand or product
Why the heck would anyone want Mozilla to switch to CrapKit (WebKit) when Gecko is good? Stupid Apple/Google bandwaggoners. #sxsw,Apple,Negative emotion
woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,Other Google product or service,Positive emotion
Z17: Protect the Innocent {link} eN6P2E [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zlf,,No emotion toward brand or product
Just passed a beat up pick up track with a dirty ass atv ona flatbead large driver is on an iphone...#sxsw @mention @mention,,No emotion toward brand or product
Just passed a homeless w a sign: 'Saving for Ipad 2' #sxsw,,No emotion toward brand or product
"If you need access to ATX Hackerspace during #sxsw, hit up our Google group: {link}",,No emotion toward brand or product
"Apple cited as the opposite of crowdsourcing - proprietary, Steve Jobs tells you what you want #csuitecsourcing #sxsw",Apple,Negative emotion
I am amused at the Apple Pop-up store at #SXSW this year. Brilliant idea... just brilliant. :D {link},Apple,Positive emotion
just walked by the line for the iPad 2. Bahahahaha! at least 5 blocks long. #fail #SXSW,iPad,Negative emotion
"4.  We need experts coming together.  #sxsw brings experts from Google to Foursquare together to meet, greet, and present!",,No emotion toward brand or product
"It's called HOT SPOTS  -- Mobile Heatmap iPhone App (leveraging 4sq) for #SXSW Helps You Find Hot, or Quiet, Places",iPad or iPhone App,Positive emotion
Just bumped into @mention here in Austin for SXSWi and Accelerater  {link}  #tech #SXSW,,No emotion toward brand or product
Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link},iPad or iPhone App,Positive emotion
Yes! nailed it - Google Circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,Google,Positive emotion
I connected my bluetooth keyboard to my iPhone! Hello fast blogging while I'm at #SXSW,iPhone,Positive emotion
Just posted my interview with @mention about the @mention story. That was really fun! {link} #AppSavvy #sxsw,,No emotion toward brand or product
I convinced myself not to upgrade to iPad 2. But then I just held one at the #SxSW trade show... and failed my willpower check.,iPad,Positive emotion
Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,iPhone,Positive emotion
Just walked past the supposed #Apple #SxSW temp store downstairs @mention and the apple cult was outside taking photos on iphones.,Apple,Negative emotion
Just passed pop-up Apple store at 6th. 5 blocks later?  Naked bicycle guy. Keep Austin weird. #atx #sxsw,,No emotion toward brand or product
Just passed the Apple store.. On 6th.. Easily 150 folks in line #SXSW  {link},,Positive emotion
Just joined the heaving river flow into see Marissa Mayer (Google) #sxsw,,Positive emotion
"Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs. More soon {link}",,No emotion toward brand or product
Was shocked to see Google showcasing Blogger at #SXSW - thought they completely forgot about that service - or is that just me?,,Positive emotion
Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link},iPhone,Positive emotion
Just picked up a @mention carry-on in soho for my #SXSW! trip tomorrow... huge #iPad line @mention,,No emotion toward brand or product
Just picked up a backup iPhone battery charger at the airport. Also got 2 pairs of shoes yesterday - hello #sxsw,,No emotion toward brand or product
"Just picked up my iPad 2, now back to #sxsw {link}",iPad,Positive emotion
Just picked up the #LeanStartup Bundle for #SXSW from @mention -- {link}   #startups #reading #ipad,,No emotion toward brand or product
Just picked up white iPad 2 Pop up Apple Store #SXSW,,No emotion toward brand or product
"Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",,No emotion toward brand or product
Good to see @mention in line at the #SXSW PopUp Apple Store.,,No emotion toward brand or product
My must see #SXSW speakers: Marissa Mayer @mention Pete Cashmore @mention and Dennis Crowley @mention #gsdm #austin,,No emotion toward brand or product
Cool to see and compliment @mention and @mention at the Apple store this evening. I'll buy if you guys want to grab drinks at #SXSW.,,No emotion toward brand or product
"Free coffee by company a, free drinks on company b, free food at company c. All money saved goes to Apple. Life at #SXSW. ;)",Apple,Positive emotion
Will we see Google's new Social Network &quot;Circles&quot; today? {link} #SxSW #SxSWi,,No emotion toward brand or product
Want a free juice pack air for iphone 4? At #SXSW? We‰ЫЄll be giving away 5 at a to-be-announced location. Stay tuned!,,No emotion toward brand or product
Nice to see the speaker sneak in an irrelevant snarky comment about Apple. Class!  #sxsw #authenticationdesign,Apple,No emotion toward brand or product
Save a tree- go cardless! Just signed up for @mention a cardless contact tool for #SXSW. {link} #environmental #Android #iphone,,No emotion toward brand or product
#SXSW I need the best android dev here.  Html5/JS issue need solving quickly.  Handsome reward and love for grabs.,Android,Positive emotion
&quot;i need to confess: my mom doesn't have an ipad.&quot; #mymom #sxsw,,No emotion toward brand or product
Guess I need to figure out what sessions. iPad app is killer. Selection overwhelming #sxsw,iPad or iPhone App,Positive emotion
Already seeing a heavy iPad 2 presence at #sxsw #duh,,Positive emotion
Already seeing iPad 2s all over the place at #sxsw,,No emotion toward brand or product
After a week of #sxsw I have total iPad envy.  :)   #fb,iPad,Positive emotion
Anybody seen if the 6th St Apple store is up yet? #sxsw,,No emotion toward brand or product
Hard to keep up on all the #SXSW back channels   Used to be just Twitter.  Need a priority alerts feature ala Google in-box.,,No emotion toward brand or product
I can't keep up with this stuff: @mention to Launch @mention like rewards at #SXSW {link} via @mention,,No emotion toward brand or product
"#google sees itself not as a search engine, but an organizer of information, giving them a path to innovate new products #savebrands #sxsw",,No emotion toward brand or product
"#google sees the future evolving as mobile, social, and local converge to yield even more relevant results #sxsw",Google,Positive emotion
Good to meet and see all @mention Don't forget: #mindjet giving away an #iPad for best MindManager map of  #SXSWi details: {link},iPad,Positive emotion
"By the tweets of it, friends are boarding planes around the world heading for #SXSW . Have a great festival. Bring me an iPad.",,No emotion toward brand or product
"If you prefer your news on iPhone, iPad or Droid, @mention has apps for that. @mention @mention &amp; @mention all on mobile apps now. #SXSW",iPad or iPhone App,Positive emotion
"Google prefers to launch hyped new Social features with meh, not bang? via TC {link} #SXSW",Google,Negative emotion
"Like in Vegas during #CES, the iPhone is best used as a hand warmer at #SXSW.",iPhone,Negative emotion
Sitting behind a dude with a barcode tattoo on his neck. Controlling the urge to scan it with my iPhone #SXSW,,No emotion toward brand or product
Apple unveils iCarRadio at South by Southwest: {link} #apple #sxsw {link},,No emotion toward brand or product
"Nadya Direkova, @mention riffs on sid meier - user engagement w/ game mechanics - you can‰ЫЄt over reward the user in first 10 minutes  #sxsw",,No emotion toward brand or product
"As the geeks leave Austin and the music people hit town, the look and feel becomes more unique, less apple branded. #SXSW",,No emotion toward brand or product
#SXSW Panel Delayed As Speakers Wait For Next Apple Product Release! #notatsxsw,,No emotion toward brand or product
Great panel on iPad magazine design. Pulling articles from different mags sounds awesome. So who's going to build it? #touchingstories #SXSW,iPad,Positive emotion
First panel up: Marissa Mayer of google presents.. #sxsw #MarissaGoogle,,No emotion toward brand or product
Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,,Positive emotion
#SXSW panel: &quot;Staying Alive: Can indie iPhone game development survive?&quot; Kind of a downer... They should try #CoronaSDK! @mention,,Negative emotion
Airport delay to #sxsw. Just introduced @mention to #CatPhysics. I feel like a drug pusher: First ipad play is free but after that...,iPad,Positive emotion
We have release Android App for Cluster -&gt; {link} #sxsw,,No emotion toward brand or product
Apple's release of the iPad 2 during #sxsw is a huge win especially for international attendees in town for the show.,iPad,Positive emotion
Lots of telecommuters &amp; co-workers in the room here.  Ppl using Skype &amp; Google docs a lot. #sxsw #looseorganizations,,No emotion toward brand or product
Note to self: downside of tweeting on an white iPad 2 expect to be mocked. @mention #sxsw,iPad,Negative emotion
&quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw,Apple,Positive emotion
"I can't believe they built that #SXSW #Apple Store in, what, 2 days? {link}",,No emotion toward brand or product
I can't believe what google just announced at Maggie Maes. Game changer for sure. #sxsw,Google,Positive emotion
"Googles Melissa Mayer speaks about augmented reality and contextual discovery at #sxsw, our lives will change with google and melissa!",,No emotion toward brand or product
you can tell #sxsw is happening when 15 of your few iphone apps all have updates at the same day.,iPad or iPhone App,Positive emotion
How the hell am I supposed to get the new IPad when I am stumbling around Austin during #SXSW #notwinning,,No emotion toward brand or product
I can't help but wonder if Apple sent extra iPad 2's to Austin-area stores?  #SXSW,,No emotion toward brand or product
I'll be helping @mention at 12:30 for the Twitter for Good at #sxsw at Icenhaur's. Come and join us  {link},,No emotion toward brand or product
Goal funnels in Google Analytics to track registrations. #srsly #sxsw #mitharvard,,No emotion toward brand or product
"Safe travels, everyone. Make sure to get your free Gogo inflight wifi and sign up for the Freshbooks shuttle!  {link} #sxsw",,No emotion toward brand or product
I'm insanely jealous of everyone with an iPad here at #SXSW. Seems like a great way to interact with the panels. ... next year?? :P,iPad,Positive emotion
@mention email me so I can dd you to google document.  I need english speaking Twitter advocates - #sxsw worldwide event @mention,,No emotion toward brand or product
[#SXSW] Temporary apple store is just like a real store... by zbowling {link},,No emotion toward brand or product
Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,Positive emotion
Google seems to have sabotaged my YouTube account - WTF? Are they trying to OWN the entire online ecosystem?  VERY BAD FORM #SXSW,Google,Negative emotion
Apple2 Open 'Pop Up' Temporary Store @mention #SXSW 4 iPad 2 Launch: Apple2 Open 'Pop Up' Temporary Store @mention SXSW 4 iPad 2 L #: {link},,No emotion toward brand or product
"Sweet siren call of #gsdm #google party starting downstairs, but I am wrapping #sxsw work at desk. Help me, Obi-Wan, you're my only hope!",,No emotion toward brand or product
Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,,No emotion toward brand or product
Pretty even split between Android and iPhone at #sxsw this year.,,No emotion toward brand or product
#Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,,No emotion toward brand or product
If you aren't at google you just missed the dance party of a lifetime #SXSW,Google,Positive emotion
#SXSW haven't trend this time because of the tsunami..the iPad 2 did though.,,I can't tell
Rocking pen&amp;paper for the Google doodle talk at #sxsw,,No emotion toward brand or product
#SXSW attendees - need one of the best QR scanner/creators on your iPhone? Send us a pic of a QR code you found for a free copy of Optiscan,,Positive emotion
#sxsw attendees trade &quot;happy hour&quot; for appy hours waiting on line for iPad2 (video)- {link} Sheer madness or love?,,No emotion toward brand or product
"#SXSW attendees, Qrafter can both read QR Codes and tweet. Download it! {link} #iPhone #QRCode",,No emotion toward brand or product
#SXSW attendees! Need a QR code reader for ur iPhone? Tweet us an image of you there and the first 5 get Optiscan free! #qrcode,,No emotion toward brand or product
Night is ending in fireside Pictionary at the W. On an iPad. #sxsw #werdorks,,No emotion toward brand or product
Perhaps vending machines 4 novels? RT@mention 2 iPad pop-up stores open in Austin for #SXSW details here: {link},,No emotion toward brand or product
#SXSW friends - do u have an iPhone charger that @mention can borrow TONIGHT? cc: @mention @mention @mention @anniemal @maura,,No emotion toward brand or product
"To my friends at #SXSW who think I abandoned you, in reality I just didn't have any means of communication, my iPhone stopped working. #fail",iPhone,Negative emotion
Normal scene at #SXSW - an iPad in the lap and an iphone in the hand.  {link},iPhone,Positive emotion
What happened to the Taxi Magic iPhone app? Now all I can do is call the cabs via it #sxsw,iPad or iPhone App,Negative emotion
#Google denies rumors about launching #Circles at #SXSW {link},,No emotion toward brand or product
#Apple opening a popup shop in downtown Austin for #SXSW  {link},,No emotion toward brand or product
#Apple opening a popup shop in downtown Austin for #SXSW  {link} (RT @mention,,No emotion toward brand or product
#Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #applesxsw #southbysouthwest,,No emotion toward brand or product
"#Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our Brian Lam, and the‰Ы_ {link}",,No emotion toward brand or product
#Apple Opening Temporary #iPad2 Store to Handle #SXSW Demand {link},,No emotion toward brand or product
#Apple opening up a pop up shop in #Austin during #SXSW!? Man they are everywhere!,Apple,Positive emotion
@mention Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app {link}  booth 437,,No emotion toward brand or product
spotted Dennis Crowley aka @mention - co founder of 4sq talking to @mention (VP of Google) at #sxsw. Location heavyweights!,,No emotion toward brand or product
"What happens at the google party, doesn't stay at the google party.... It's waiting in your inbox when you wakeup #sxsw",,No emotion toward brand or product
What happens when #Apple hires security at #SXSW #Austin  {link},,No emotion toward brand or product
"Such suspense! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion
Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.,iPad,Positive emotion
"Google event: one drink tricket, small amount of food. @mention event: open bar, open taco truck #JustSaying #SXSW",,No emotion toward brand or product
Next presentation - Google's Marissa Mayer. Should be great! #sxsw (@mention Austin Convention Center w/ @mention {link},Google,Positive emotion
#SXSW essentials: iPad iPod BlackBerry laptop plus the iPhone th  @mention Toronto Pearson International Airport (YYZ) ‰Пц {link},,No emotion toward brand or product
"#SXSW Essentials: Water/Energy Bars, Smart Phone, Camera, Map of DT, Sunglasses, Rainjacket, Laptop/IPad, MP3 Player/IPod, Earplugs -...",iPad,Positive emotion
"*g* rt @mention  Love the Apple pop-up store at #SXSW. ... Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,Positive emotion
HA! RT @mention ‰ЫП@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;‰Ыќ,Apple,Positive emotion
;-) RT @mention @mention The geeks need somewhere downtown to line up to get the iPad 2. I'll be dropping by. #SXSW,iPad,Positive emotion
thanks @mention @mention for the fun party @mention for #sxsw last night: {link},,No emotion toward brand or product
I wish @mention &amp; @mention would make WhisperGram - HollerGram for iPhone size screen. #sxsw,,No emotion toward brand or product
Wew RT @mention #android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},,No emotion toward brand or product
#iPad2 @mention Apple Store #SXSW Photos thanks to @mention @mention @mention @GapPacker @flavugm @MarcusRoss  @JordanBell {link},,No emotion toward brand or product
Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion
Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,Positive emotion
Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #AUSxSW,Apple,Positive emotion
+2: RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product
{link} @mention chatting it up via iPhone. Hilarious. #sxsw,iPhone,Positive emotion
#sxsw  @mention Designing iPad Interfaces - New Navigation Schemas {link},,No emotion toward brand or product
Thanks @mention for giving me new top cover for my banged up juicepack iphone case. You and your products rock! #tradeshow #sxsw,Other Apple product or service,Positive emotion
Thanks @mention for hosting this event #sxsw #sxswi #iwantacr48 {link},,No emotion toward brand or product
"Ha! RT @mention Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",Google,Negative emotion
"Ugh RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #SXSW {link}",,No emotion toward brand or product
!!! RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,,No emotion toward brand or product
rad RT @mention Hey dudes @mention is giving away a sampler of bands at #SXSW w/ a free GLASSER track.. Pick it up! {link},,No emotion toward brand or product
"cool} ‰ЫП@mention Hoot! HootSuite #Mobile for #SXSW ~ Updates for #iPhone, #BlackBerry #Android {link}",,No emotion toward brand or product
"#sxsw: @mention intrvw @mention &quot;Govt is not a vending machine [put in $, get svcs], it's a platform; iPhone was a teaching moment&quot;",iPhone,Positive emotion
"#sxsw: @mention intrvw @mention &quot;Schmidt [Google CEO] told me: u'r good at telling stories; go talk to lots of ppl, tell us what u hear&quot;",,No emotion toward brand or product
Is the @mention iphone app sync functionality working yet? #sxsw,,No emotion toward brand or product
#UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,,I can't tell
Ha! RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},,No emotion toward brand or product
Woot! ‰ЫП@mention It's not a rumor: Apple is opening a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion
"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",iPad,Positive emotion
{link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},,No emotion toward brand or product
Wew RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},iPad or iPhone App,Positive emotion
Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,,Positive emotion
Video: @mention Playbook in action at #SXSW - {link} iPad still wins.,iPad,Positive emotion
"#sxsw: @mention Rather, in Web 2.0: large data sets became valuable: Amazon, Google AdWords, Netflix",,No emotion toward brand or product
I hope @mention realizes already 100 people are in line at their pop up  #sxsw store downtown and stocked appropriately #ipad2,,No emotion toward brand or product
...and @mention seems to be holding up well. Surprisingly. Big event! #sxsw #lxh #google,,No emotion toward brand or product
Fluffy @mention seen @mention party last night with @mention &amp; @mention camera  {link} #sxsw #sxsi,,No emotion toward brand or product
And... @mention starts new show and app for iPhone... Daily Grape #sxsw.,,No emotion toward brand or product
Pop up @mention store in Austin.   Brilliant. Long lines even at 9:30 at night #SXSW  {link},Apple,Positive emotion
#sxsw: @mention that's already kind of happening as Google tries to refine your searches and protect you from smut,Google,Positive emotion
#sxsw (@mention The League of Extraordinary H4ckers Presented By Google w/ 4 others) {link},Google,Positive emotion
Inline @mention the Apple popup waiting for iPad2 action #sxsw,,No emotion toward brand or product
Lol RT @mention The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,,No emotion toward brand or product
"#sxsw: @mention Thinks Larry's elevation at Google is great: &quot;lost their way, caring too much about the biz, not enough about the world&quot;",Google,Positive emotion
Fan up @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,,No emotion toward brand or product
"#sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do",,I can't tell
Wow! RT@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,,Positive emotion
#sxsw: @mention What if Google asks you &quot;why do you want to know that&quot;?,,No emotion toward brand or product
HahaRT @mention Woke up on a pile of iPad 2's &amp; empty 4 Loko cans. Think I might have Yobongoed someone last night #SXSW #Stratlandia,,No emotion toward brand or product
Wow RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion
